Item Name,cat
SERVOCYLINDER,0
SET BUCKLES MOLLE  ,0
SET RING GAS       ,0
"SET,FIGHTING LOAD CCARRIER",0
"SET,STOCK          ",2
"SETS, KITS, AND OUTFITS MEASURING TOOLS",0
"SETS, KITS, AND OUTFITS OF HAND TOOLS",0
"SETS, KITS, OUTFITS, FOOD PREPERATION",0
SETSCREW,0
SEWAGE TREATMENT EQUIPMENT,0
SEWING KIT,0
"SEWING MACHINE,INDUSTRIAL",0
"SEXTANT,BUBBLE",0
SHACKLE,0
"SHACKLE,TOWING,SHOC",0
"SHADE,OPTICAL INSTRUMENT",0
"SHAFT ASSEMBLY,TAIL",0
"SHAFT ASSY,FWD-TAIL",0
"SHAFT ASSY,HYDRAULI",0
"SHAFT ASSY,SEGMENTE",0
"SHAFT ASSY,TAIL ROT",0
"SHAFT ASSY,TAIL ROTOR DRIVE",0
SHAFT TAIL ROTOR   ,0
"SHAFT,BEARING PLANETARY",0
"SHAFT,FAN,TAILROTO ",0
"SHAFT,OIL PUMP     ",0
"SHAFT,OUTPUT DRIVE ",0
"SHAFT,SHOULDERED",0
"SHAFT,TAIL ROTOR   ",0
"SHAFT,TURBINE,AIRCRAFT GAS TURBINE ENGINE",0
"SHANK-TOOTH,SURFACE RIPPING",0
SHAPE DISRUPTER,0
"SHARPENER,PENCIL",0
"SHEARING MACHINE,METAL,SQUARING",0
"SHEARING MACHINE,SHEET METAL,UNIVERSAL",0
"SHEARS,BENT TRIMMERS",0
"SHEARS,EMS         ",0
"SHEARS,METAL CUTTING,ELECTRIC",0
"SHEARS,METAL CUTTING,HAND",0
"SHEARS,PRUNING,HAND",0
"SHEARS,STRAIGHT TRIMMERS",0
"SHEARS,TAILORS",0
"SHEATH,AX HEAD     ",0
"SHEATH,MACHETE",0
"SHEET,BED",0
"SHEET,BURN-TRAUMA DRESSING",0
"SHEET,METAL",0
"SHEET,NONMETALLIC,PROTECTIVE",0
SHELF AMMORACK     ,0
SHELF ASSEMBLY     ,0
"SHELF, COMMERCIAL STORAGE",0
"SHELF, OFFICE",0
"SHELF,AUXILIARY    ",0
"SHELF,CABINET,METAL STORAGE",0
"SHELF,ELECTRICAL EQUIPMENT",0
"SHELF,PIVOT AND ADJUSTMENT",0
"SHELF,STORAGE AND DISPLAY",0
"SHELL ASSY,CABIN RO",0
"SHELL,CARGO,VEHICUL",0
"SHELL,CARGO,VEHICULAR",0
"SHELL,COMBAT VEHICLE CREWMAN,HELMET",2
"SHELL,CONTAINER,TOP",0
"SHELL,FLYERS HELMET",0
"SHELTER HALF,TENT",0
"SHELTER SYSTEM,PERSONNEL SURVIVAL",0
"SHELTER,COMBAT     ",2
"SHELTER,EXPANDABLE",0
"SHELTER,EXPANDABLE,ONE SIDE",0
"SHELTER,ICS IMPROVED COMBAT SHELTER",2
"SHELTER,LMS,TY I   ",0
"SHELTER,NONEXPANDAB",0
"SHELTER,NONEXPANDABLE",0
"SHELTER,NONEXPANDABLE,LIGHTWEIGHT,MULTIPURPOSE",0
"SHELTER,NONEXPANDABLE,LIGHTWEIGHT,UTILITY",0
"SHELTER,S280 MODIFI",0
"SHELVING,FOOD SERVING",0
"SHELVING,STORAGE AND DISPLAY",0
"SHELVING,STORAGE FOOD",0
"SHIELD ASSEMBLY,DEMIST",0
"SHIELD,BALLISTIC",2
"SHIELD,DEFLECTOR,MISSILE",2
"SHIELD,FACE,CARDIOPULMONARY RESUSCITATION",0
"SHIELD,FACE,SURGICAL",0
"SHIELD,FIRE EXTING ",0
"SHIELD,FUEL TANK   ",0
"SHIELD,MICROPHONE",0
"SHIELD,PERSONAL PROTECTIVE",2
"SHIELD,PROTECTIVE  ",2
"SHIELD,SOLAR KIT,NY",0
"SHIELD,TURRET      ",2
"SHIELDING GASKET,ELECTRONIC",0
SHIM,0
SHIPPING AND STORAG,0
SHIPPING AND STORAGE,0
SHIPPING AND STORAGE CONTAINER,0
"SHIPPING AND STORAGE CONTAINER SET,ELECTRIC-ELECTRONIC EQUIPMENT",0
"SHIPPING AND STORAGE CONTAINER,BOMB",0
"SHIPPING AND STORAGE CONTAINER,BOMB DISPENSER",0
"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",0
"SHIPPING AND STORAGE CONTAINER,COMMUNICATION EQUIPMENT",0
"SHIPPING AND STORAGE CONTAINER,ELECTRIC-ELECTRONIC EQUIPMENT",0
"SHIPPING AND STORAGE CONTAINER,ENGINE",0
"SHIPPING AND STORAGE CONTAINER,GUIDED MISSILE",0
"SHIPPING AND STORAGE CONTAINER,GUIDED MISSILE COMPONENTS",0
"SHIPPING AND STORAGE CONTAINER,GYROSCOPE",0
"SHIPPING AND STORAGE CONTAINER,HELICOPTER ROTARY BLADE",0
"SHIPPING AND STORAGE CONTAINER,HELICOPTER ROTOR HEAD",0
"SHIPPING AND STORAGE CONTAINER,ISU",0
"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",0
"SHIPPING AND STORAGE CONTAINER,MUNITIONS",0
"SHIPPING AND STORAGE CONTAINER,OPTICAL EQUIPMENT",0
"SHIPPING AND STORAGE CONTAINER,REFRIGERATED",0
"SHIPPING AND STORAGE CONTAINER,ROCKET",0
"SHIPPING AND STORAGE CONTAINER,SMALL ARM",0
"SHIPPING AND STORAGE CONTAINER,TOOL",0
"SHIPPING AND STORAGE CONTAINER,VEHICULAR EQUIPMENT",0
"SHIPPING AND STORAGE,CONTAINER,BOMB COMPONENT",0
SHIPPING BOX,0
SHIPPING CASE,0
SHIPPING CONTAINER ,0
"SHIRT,COLD WEATHER",0
"SHIRT,COMBAT",2
"SHIRT,COMBAT ENSEMBLE",2
"SHIRT,COMBAT,COLD WEATHER",2
"SHIRT,COMBAT,FR    ",2
"SHIRT,FIREMANS",0
"SHIRT,FLAME RESISTANT",0
"SHIRT,LEV3,LR,BROWN",0
"SHIRT,LEV3,MR,BROWN",0
"SHIRT,LIGHTWEIGHT  ",0
"SHIRT,LS,LEV1,XLR,B",0
"SHIRT,LS,LEV2,LL,BR",0
"SHIRT,LS,LEV2,XLR,B",0
"SHIRT,MANS",0
"SHIRT,MAN'S",0
"SHIRT,T,LEV1,XLL,BR",0
"SHOCK ABSORBER,DIRECT ACTION",0
SHOCKS             ,0
"SHOE ASSEMBLY,SKID ",0
"SHOE ASSY,SKID     ",0
"SHOE,PERISCOPE     ",2
"SHOE,SKID          ",0
"SHOES,DIVER'S SUIT",0
"SHOES,MENS",0
"SHOES,RUNNING,MENS",0
"SHOES,RUNNING,WOMENS",0
"SHOES,SAFETY,MENS",0
"SHOES,SAFETY,MEN'S",0
"SHOES,SHOWER       ",0
"SHOES,WOMENS",0
"SHOP EQUIPMENT,ARTILLERY",0
"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",0
"SHOP EQUIPMENT,BATTERY",0
"SHOP EQUIPMENT,CONTACT MAINTENANCE",0
"SHOP EQUIPMENT,ELECTRICAL EQUIPMENT",0
"SHOP EQUIPMENT,ELECTRICAL EQUIPMENT,SEMI TRAILER MOUNTED",0
"SHOP EQUIPMENT,FIRE CONTROL SYSTEM",0
"SHOP EQUIPMENT,HYDRAULIC SYSTEMS,TRAILER MOUNTED",0
"SHOP EQUIPMENT,SMALL ARMS",2
"SHOP EQUIPMENT,UTILITY",0
"SHOP EQUIPMENT,UTILITY,TRUCK MOUNTED",2
"SHOP EQUIPMENT,WELDING",0
"SHOP SET,AVIATION I",0
"SHOP SET,COMPOSITE ",0
"SHOP SET,CONTACT MAINTENANCE,TRUCK MOUNTED (ENGINEER)",0
"SHOP SET,GLASS CUTTING,VEHICLE REPAIR",0
"SHOP SET,SMALL ARMS",2
SHOP VACUUM,0
"SHOTGUN MOUNT,ASSE ",2
"SHOTGUN,12 GAGE",1
"SHOTGUN,12 GAGE,RIOT TYPE",1
SHOULDER PRESS     ,0
"SHOULDER STRAP,FIELD PACK",0
SHOVEL,0
"SHOVEL ATTACHMENT,COMBINATION TOOL",0
"SHOVEL,EXPLOSIVE OR",2
"SHOVEL,HAND",0
"SHOVEL,HAND,STEEL  ",0
SHOWER CABINET,0
SHREDDER,0
SHREDDER           ,0
"SHREDDING MACHINE,PAPER",0
"SIDE RACK,VEHICLE BODY",0
SIGHT,0
SIGHT ADJUSTMENT TO,0
SIGHT ASSEMBLY     ,0
"SIGHT ASSEMBLY,REFLEX",0
"SIGHT GLASS,GRIP,MA",0
SIGHT UNIT,0
SIGHT UNIT         ,0
"SIGHT UNIT,MECHANICAL",0
SIGHT HOLOGRAPHIC D,0
"SIGHT,BINOCULAR    ",0
"SIGHT,BORE,OPTICAL",0
"SIGHT,CENTER SCOPE",2
"SIGHT,CHECK,OPTICAL",0
"SIGHT,FRONT",0
"SIGHT,HOLOGRAPHIC",0
"SIGHT,HOLOGRAPHIC  ",0
"SIGHT,INFINITY",0
"SIGHT,NIGHT VISION ",2
"SIGHT,NIGHT VISION SNIPERSCOPE",2
"SIGHT,REAR",0
"SIGHT,REFLEX",0
"SIGHT,TEPESCOPIC 10",0
"SIGHT,THERMAL",2
"SIGHT,UNS,AN,PVS22 ",0
"SIGHT,WEAPON       ",2
SIGMOIDOSCOPE,0
"SIGN KIT,CONTAMINATION",0
"SIGN MAKING KIT,PORTABLE",0
"SIGN,EXIT          ",0
"SIGN,INTERIOR ILLUMINATED,ELECTRIC",0
"SIGNS, AD DISPLAYS, AND ID PLATES",0
"SILENCER,GUN",2
"SIMULATED,M16A2 RIFLE,5.56MM",2
"SIMULATED,M16A4-203 RIFLE W-GRENADE LAUNCHER,5.56MM-40MM",2
"SIMULATED,M4-203 RIFLE W-GRENADE LAUNCHER,5.56MM-40MM",2
"SIMULATION KIT,CASUALTY",0
"SIMULATOR SYSTEM,FIRING,LASER",0
"SIMULATOR,GUN FIRE ",2
"SIMULATOR,MUZZLE FLASH,SMALL ARMS",2
"SIMULATOR,PATIENT  ",0
"SIMULATOR,PIPE BOMB",2
SINGLE PERSONAL ROLE RADIO,0
"SINK UNIT,SCRUB,FIELD HOSPITAL",0
"SINK UNIT,SURGICAL SCRUB AND UTENSIL,HOSPITAL,FIELD",0
"SINK,FIELD         ",0
"SIREN,ELECTRONIC   ",0
"SIREN,HAND OPERATED",0
SIREN-ADDRESS SYSTEM,0
"SIT-UP BOARD,GYMNAS",0
SKETCHING BOARD,0
"SKETCHING SET,SURVEYING",0
"SKID LOADER,ARMORED",2
"SKIN CLOSURE,ADHESIVE,SURGICAL",0
"SKIN,AIRCRAFT",0
SKIS,0
SLAVING ACCESSORY  ,0
"SLED,SCOW TYPE",0
SLEDGE HAMMER      ,0
SLEEP SYSTEM       ,0
SLEEPING BAG,0
SLEEPING BAG CASE,0
"SLEEPING SYSTEM OUTFIT,EXTREME COLD WEATHER",0
SLEEVE ASSEMBLY    ,0
"SLEEVE ASSEMBLY,TAI",0
SLEEVE ASSY        ,0
"SLEEVE,BUFFER TUBE ",0
"SLEEVE,COLLECTIVE  ",0
"SLEEVE,CYCLIC STICK",0
"SLEEVE,HEAT GUN    ",2
"SLEEVE,INPUT,GEARBO",0
"SLEEVE,OUTPUT,GEARBOX",0
"SLEEVE,RETAINING GE",0
"SLEEVE,SPRING-ANTI-",0
"SLEEVE,UTILITY LITTER",0
SLICER,0
"SLIDE ASSEMBLY,BELT",0
"SLIDE ASSEMBLY,REAR SIGHT",0
"SLIDE HAMMER,GROUND ROD",0
"SLIDE,PISTOL",2
"SLIDE,REAR SIGHT   ",0
"SLIDE,RETRACTING   ",0
SLING              ,0
"SLING ASSEMBLY,VEHICLE LIFTING",0
"SLING,3 POINT COMBAT ASSAULT SYSTEM",2
"SLING,AIRCRAFT MAINTENANCE",0
"SLING,CARGO,AERIAL DELIVERY",0
"SLING,CARGO,NET",0
"SLING,ENDLESS",0
"SLING,EYE",0
"SLING,MULTIPLE LEG",0
"SLING,PATIENT",0
"SLING,RESCUE EQUIPMENT",0
"SLING,RESCUE,HELICOPTER",0
"SLING,SMALL ARMS",2
"SLING,SURVIVORS,RES",0
"SLING,UNIVERSAL,INDIVIDUAL LOAD CARRYING",0
"SLING,WEAPON,M249 M",2
"SLIPPERS,CONVALESCENT PATIENTS",0
SMALL ARMS AMMO CAN,2
"SMALL ARMS SHOP,SHELTER LOADED",2
SMALL CALIBER DEARMER ADAPTER KIT,0
SMALL CRAFT BOAT,0
SMALL FIELD REFRIGERATION SYSTEM,0
"SMALL-ARMS,FLASH-NOISE GUNFIRE SIMULATOR",2
SMART CARD,0
SMOKER'S ARTICLES AND MATCHES,0
SNAP HOOK,0
"SNAP LINK,CARGO    ",0
"SNAP LINK,MOUNTAIN PITON",0
"SNAP LINK,RAPPELLER",0
SNATCH BLOCK ASSY  ,0
"SNATCH BLOCK,CRANE ",0
SNOW BLOWER,0
SNOW PLOW BLADE,0
SNOW PUSHER,0
"SNOW REMOVAL UNIT,WALKING,POWER DRIVEN",0
SNOWMOBILE,0
"SNOWMOBILE,L       ",0
SNOWPLOW PKG       ,0
"SNOWPLOW,TRUCK MOUNTED",0
"SNOWSHOE,ASSAULT,MILITARY",0
SNOWSHOES,0
"SOAP,ANTIBACTERIAL ",0
"SOCK,SPILL CONTAINMENT,HAZARDOUS MATERIAL",0
SOCKET,0
"SOCKET SET,SOCKET WRENCH",0
"SOCKET,LOWER,CREW DOOR",0
"SOCKET,SOCKET WRENC",0
"SOCKET,SOCKET WRENCH",0
"SOCKET,WRENCH,FACE SPANNER",0
SOCKS,0
"SOCKS,ATHLETES",0
"SOCKS,EXTREME COLD WEATHER",0
"SOCKS,EXTREME COLD WEATHER,THORLO",0
"SOCKS,FLYERS ANTI-EXPOSURE",0
"SOCKS,MENS        ",0
SOF COMBAT MEDIC TRAUMA KIT-2007,2
SOF COMBAT OPERATOR TRAUMA KIT-2007,2
SOFA,0
SOFTBALL,0
SOFTWARE KIT,0
SOIL PREPARATION EQUIPMENT,0
SOLAR CELL,0
SOLAR CELL PANEL,0
SOLAR ELECTRIC POWER SYSTEMS,0
SOLAR PANEL ASSY   ,0
"SOLAR PANEL,ASSEMBL",0
SOLAR PORTABLE ALTERNATIVE COMMUNICATION ENERGY SYSTEM,0
SOLAR SYSTEM TY I  ,0
SOLAR SYSTEM TY II ,0
"SOLDER,LEAD ALLOY",0
"SOLDER,LEAD-TIN ALLOY",0
"SOLDER,TIN ALLOY",0
SOLDERING GUN KIT  ,2
"SOLDERING IRON,ELECTRIC",0
SOLDERING STATION,0
SOLDERING-DESOLDERING STATION,0
"SOLENOID,ELECTRICAL",0
"SOLID WASTE RELIEF BAG,DISPOSABLE",0
"SOMS,B,MRBS,V1     ",0
"SORBENT,HAZARDOUS MATERIAL",0
"SORBENT,OIL",0
SOUND CONTROLLING BLANKET,0
SOUND CONTROLLING BOARD,0
SOUND RECORDING AND REPRODUCING EQUIP,0
"SOUNDING SET,SONAR",0
SPACE AND WATER HEATING EQUIPMENT,0
"SPACER,CLUTCH,ACCES",0
"SPACER,MAIN ROTOR GRIP",0
"SPACER,PLATE",0
"SPACER,RING",0
"SPACER,SLEEVE",0
"SPACER,SPECIAL SHAPED",0
SPARE PARTS KIT    ,0
"SPARES KIT,RADIO   ",0
SPATULA,0
"SPATULA,LABORATORY",0
SPAX               ,0
SPEAKER UNIT       ,0
"SPEAKER, COMMUNICATIONS EQUIPMENT",0
"SPEAKER, COMPUTER",0
SPEAKERS           ,0
"SPEAKERS, COMMUNICATIONS, PAIR",0
"SPEAKERS, COMPUTER, SET",0
"SPEAKERS,COMPUTER  ",0
SPECIAL PATROL INSERTION/EXTRACTION KIT,0
SPECIAL PURPOSE VEHICLE,3
"SPECIAL TOOL KIT,ORGANIZATIONAL",0
SPECIALIZED METAL CONTAINER MANUF MACH,0
SPECIALIZED SHIPPING AND STORAGE CONTAIN,0
Specialized Shipping and Storage Containers,0
SPECTACLE KIT      ,0
"SPECTACLE KIT,EYE SAFTEY SYSTEM ESS",0
"SPECTACLE KIT,INTERCHANGABLE COMPONENT EYESHIELD",2
"SPECTACLE,COMBO PACK,UVEX",0
"SPECTACLE,COMBO PACK,UVEX GENESIS",0
"SPECTACLE,LASER    ",0
"SPECTACLES KIT,BALLISTIC AND LASER PROTECTIVE",2
"SPECTACLES SET,BALLISTIC AND LASER PROTECTIVE",2
"SPECTACLES SET,BALLISTIC PROTECTIVE",2
"SPECTACLES,BALLISTI",0
"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",2
"SPECTACLES,BALLISTIC PROTECTIVE",2
"SPECTACLES,INDUSTRIAL",0
"SPECTACLES,PROTECTIVE,DENTAL,PROVIDER AND PATIENT",0
"SPECTACLES,PROTECTIVE,EXAMINATION AND TREATMENT",0
"SPECTACLES,SPECIAL ",0
"SPECTROSCOPY,NUCLEAR SYSTEM",0
SPECTRUM CASE      ,0
SPHYGMOMANOMETER,0
SPIKE KIT REPLACEME,0
SPIKE STRIP        ,0
"SPIKE STRIP,TIRE DEFLATION",0
"SPIKE STRIP,TIRE DEFLATION DEVICE",0
"SPIKE, COMMERCIAL",0
"SPILL CLEAN-UP KIT,HAZARDOUS MATERIAL",0
"SPILL CONTAINMENT KIT,HAZARDOUS MATERIAL",0
"SPILL CONTAINMENT UNIT,HAZARDOUS MATERIAL",0
"SPILL,REFILL KIT   ",0
SPIN BIKE          ,0
"SPINAL KIT,IMMOBILIZATION,FIELD",0
"SPINDLE,PASSENGER D",0
SPINEBOARD,0
SPIRAL WRAPPING,0
SPIROMATIC TEST UNIT,0
SPLICE FIBER OPTIC ,0
"SPLICE,CONDUCTOR",0
"SPLICER,FIBER OPTICS CONDUCTOR",0
"SPLICING KIT,FIBER OPTIC CABLE",0
"SPLINT KIT,EXTREMITY,IMMOBILIZATION",0
"SPLINT,ARM",0
"SPLINT,FINGER",0
"SPLINT,FOOT AND ANKLE",0
"SPLINT,HAND",0
"SPLINT,LEG",0
"SPLINT,TRACTION-EXTRICATION",0
"SPLINT,UNIVERSAL",0
"SPLINT,UTILITY",0
"SPLINT,WRAP AROUND",0
"SPLINT,WRIST AND FOREARM",0
"SPLINTING MATERIAL,ORTHOPEDIC",0
"SPLITTER,VIDEO SIGNAL",0
SPONGE,0
"SPONGE,LAPAROTOMY",0
"SPONGE,SURGICAL",0
"SPOON,DESSERT",0
"SPOON,FIELD MESS",0
"SPOON,PICNIC",0
"SPOT LIGHT,AID     ",0
"SPOT LIGHT,SPEC    ",0
SPOTLIGHT,0
"SPOTTING INSTRUMENT,OPTICAL",0
SPOTTING SCOPE     ,2
"SPOUT,CAN,FLEXIBLE",0
"SPRAY GUN,PAINT",2
"SPRAY NOZZLE,FUEL  ",0
"SPRAY OUTFIT,PAINT",0
"SPRAYER,HAND,INDUSTRIAL",0
"SPRAYER,PESTICIDE,FRAME MOUNTED",0
"SPRAYER,PESTICIDE,SKID MOUNTED",0
"SPRAYING UNIT,CLEANING-DEICING-DECONTAMINATING FLUID,TRUCK MOUNTED",0
"SPREADER,LOOSE MATERIAL",0
SPRING             ,0
"SPRING ASSEMBLY,DOO",0
"SPRING ASSEMBLY,EXTRACTOR,SMALL ARMS",2
"SPRING,ASSEMBLY,EXTRACTOR",0
"SPRING,FLAT",0
"SPRING,HAMMER      ",0
"SPRING,HELICAL,COMPRESSION",0
"SPRING,HELICAL,TORSION",0
"SPRING,LAP BELT,WEB",0
"SPRING,LOCKING,ELEVATING MECHANISM",0
"SPRING,PITCH RESTRA",0
"SPRING,RETAINING   ",0
"SPRING,SLIP RING,HAND GUARD",0
SPROCKET ASSEMBLY  ,0
SPROCKET WHEEL,0
"SQUARE,CARPENTERS",0
"SQUARE,COMBINATION",0
SQUEEGEE,0
"STABILIZER TUBE,ROTARY WING",0
"STABILIZER,HORIZONTAL",0
"STABILIZER,TARGET  ",0
"STABILIZER,VERTICAL",0
STABO EXTRACTION SYSTEM,0
STACK ASSEMBLY     ,0
"STACKER,STRADDLE PALLET",0
STACKING FRAME     ,0
"STAGE,PORTABLE FOLDING",0
STAKE              ,0
"STAKE,GUY",0
"STAKE,HOLD-DOWN TENT",0
"STAKING TOOL SET,BE",0
"STAND, COMPUTER",0
"STAND,AIRCRAFT ENGINE",0
"STAND,DI-ACRO BENDER,TVBE",0
"STAND,ENGINE AND TR",0
"STAND,FLAGSTAFF",0
"STAND,LIGHT",0
"STAND,PORTABLE DRILL,VERTICAL",0
"STAND,RADIATOR TEST AND REPAIR",0
"STAND,SHELF",0
"STAND,VEHICLE SUPPORT",0
STAPLE,0
"STAPLE REMOVER,OFFICE TYPE",0
"STAPLER,PAPER FASTENING,OFFICE",0
"STAPLER,SKIN,SURGICAL",0
"STAPLER,SURGICAL",0
"STAPLES,PAPER FASTENING,OFFICE TYPE",0
"STAPLING MACHINE,PAPER,OFFICE",0
STARLIGHT SCOPE    ,2
"STARTER ROPE,ENGINE",0
"STARTER,ENGINE,ELECTRICAL",0
"STARTER-GENERATOR,ENGINE,AIRCRAFT",0
STATIC LINE SNAP   ,0
"STATIC LINE,MODIFIED",0
"STATIC LINE,PERSONNEL PARACHUTE",0
STATIC SHIELD BAG  ,0
STATIONERY AND RECORD FORMS,0
STEAMER,0
"STEEL STAKE,PIN SET",0
STEERING GEAR,0
"STENCIL CUTTING MACHINE,HAND OPERATED",0
"STENCIL SET,MARKING",0
"STEP ASSEMBLY,TOOL ",0
"STEP,CROSS TUBE,LANDING GEAR",0
"STEP,LADDER",0
"STEP,RECESSED,FOLDI",0
"STEP,TAILGATE",0
"STEP,VEHICLE BOARDI",0
STEPLADDER,0
STEPPER,0
"STEPPER,EXERCISE   ",0
STEREO,0
"STERILIZER,SURGICAL INSTRUMENT AND DRESSING",0
STETHOSCOPE,0
"STETHOSCOPE,ELECTRONIC",0
STIMULATED COHERENT RADIATION DEVICES,0
"STIMULATOR,MUSCLE",0
"STIRRUP,ANKLE BRACE",0
STOCK ASSEMBLY     ,2
"STOCK ASSEMBLY,SHOU",2
"STOCK ASSY,BUTT    ",2
"STOCK EXTENSION,GUN",2
STOCK RELEASE ASSEM,2
"STOCK,FORE END,GUN",2
"STOCK,GUN,SHOULDER",2
"STOCKINET,SURGICAL",2
"STONE,CYLINDER HONE",0
"STONE,HONING       ",0
"STONE,SHARPENING",0
STOOL,0
"STOOL,DENTAL OPERATING CHAIR",0
"STOOL,FOLDING",0
"STOOL,REVOLVING",0
"STOP LIGHT,VEHICULAR",0
"STOP LIGHT-TAILLIGHT,VEHICULAR",0
"STOP,GUN,AUTOMATIC",2
"STOP,STATIC        ",0
"STOP,STATIC,TAIL ROTOR",0
"STOP,STATIC,TAIL,RO",0
"STOPPER,MOUNTAIN",0
STOPWATCH,0
STORAGE BIN,0
"STORAGE CONTAINER,FLEXIBLE",0
"STORAGE DEVICE, COMPUTER",0
STORAGE RACK ASSEMBLY,0
STORAGE TANKS,0
"STORAGE UNIT,SAFETY",0
STORM UNIT ASSEMBLY,0
STOVE,0
STOVE KIT SURVIVAL ,0
"STOVE,GASOLINE BURNER",0
"STOVE,MULTI-FUEL BURNER",0
"STOVE,SURVIVAL,MULTIFUEL",0
"STOWAGE ASSY,LINE  ",0
STOWAGE KIT        ,0
"STOWAGE,BAG,CARGO NETS",0
"STRAINER ELEMENT,SEDIMENT",0
STRAP ASSEMBLY     ,0
"STRAP ASSEMBLY,CHIN",0
"STRAP ASSY,TOW     ",0
STRAP CUTTER       ,0
STRAP CUTTER COMBAT,2
"STRAP CUTTER,COMBAT",2
"STRAP CUTTER,RESCUE HOOK",0
STRAP TIE DOWN WITH RATCHET BUCKLE,0
"STRAP, COMMERCIAL",0
"STRAP,ATTACHING    ",0
"STRAP,BAG CARRIER,INDIVIDUAL EQUIPMENT",0
"STRAP,COVER,TAIL ROTOR DRIVE SHAFT",0
"STRAP,ELASTIC",0
"STRAP,HELMET       ",0
"STRAP,IMMOBILIZATION,SPINEBOARD",0
"STRAP,INVOLUNTARY,RESTRAINT",0
"STRAP,NYLON        ",0
"STRAP,QUICK RELEASE",0
"STRAP,RETAINING",0
"STRAP,RETENTION,GROUND TROOPS HELMET",0
"STRAP,SAFETY,INDUSTRIAL",0
"STRAP,SLING,CARGO,AERIEL DELIVERY",0
"STRAP,SURVIVAL KIT RETAINER,EJECTION SEAT",0
"STRAP,THIGH MOUNT  ",0
"STRAP,TIE DOWN     ",0
"STRAP,TIE DOWN,ELECTRICAL COMPONENTS",0
"STRAP,TIEDOWN,ELECTRICAL COMPONENTS",0
"STRAP,WEBBING",0
STRAPPING AND SEALING KIT,0
STRAPS LASHING     ,0
"STRAPS,SHOULDER,FRAME",0
"STREAMER,DISTRESS SIGNAL",0
"STREAMLIGHT,SMALL ARM",0
"STRETCHER,FOLDING",0
"STRETCHER,PORTABLE,",0
"STRETCHER,RESCUE   ",0
"STRETCHER,STRAPPING,HAND",0
"STRIKE PLATFORM,AMBIDEXTROUS",0
"STRIKE,CATCH",0
"STRIKER,FIRING PIN ",0
"STRIP,LIGHTING     ",0
"STRIPPER,THERMAL   ",2
"STRIPPER,WIRE,HAND",0
STROBE LIGHT       ,0
STROBE LIGHT ASSEMBLY,0
"STROBE,IR          ",0
"STRUCTURAL SECTION,SPECIAL SHAPED",0
STRUCTURAL SHAPES,0
"STRUT ASSEMBLY,UPPE",0
"STRUT ASSY,LEFTHAND",0
"STRUT,HAMMER",0
"STUD ASSEMBLY,TURNLOCK FASTENER",0
STUD NUT           ,0
STUDS,0
"STUFF SACK,COMPRESS",0
"STUFF,SACK         ",0
"STYLUS,DIGITAL COMPUTER SYSTEM",0
SUBMARINE ESCAPE IMMERSION EQUIPMENT,0
"SUBSYSTEM,VIDEO    ",0
"SUCTION APPARATUS,OROPHARYNGEAL,TRACHEAL",0
"SUCTION APPARATUS,SURGICAL",0
"SUCTION KIT,EASY,FIELD",0
"SUCTION UNIT,FIELD ",0
"SUIT, CHEMICAL PROTECTIVE, CIVIL",0
"SUIT,BODY COOLING  ",0
"SUIT,CHEMICAL PROTECTIVE",0
"SUIT,CUPOLA PROTECTIVE ENSEMBLE",0
"SUIT,EXPLOSIVE ORDNANCE DISPOSAL",2
"SUIT,IMMERSION     ",0
"SUIT,RIOT TRAINING",0
"SUIT,RIOT TRAINING ",0
"SUIT,SURVIVAL,COLD ",0
SUNGLASSES,0
"SUNGLASSES,AIRCREW WITH CASE",0
SUPER LEG EXTENSION,0
SUPER PULLOVER MACHINE,0
SUPPORT ASSEMBLY   ,0
"SUPPORT ASSEMBLY,CAMOUFLAGE",2
"SUPPORT ASSEMBLY,COLLECTIVE THROTTLE",0
"SUPPORT ASSEMBLY,COMPRESSOR",0
"SUPPORT ASSEMBLY,LA",0
"SUPPORT ASSEMBLY,SW",0
"SUPPORT ASSEMBLY,TAIL BOOM",0
SUPPORT ASSY       ,0
"SUPPORT ASSY,BEARIN",0
"SUPPORT ASSY,BELL C",0
"SUPPORT ASSY,COLLEC",0
"SUPPORT ASSY,DUCT  ",0
"SUPPORT ASSY,FREEW ",0
"SUPPORT ASSY,HYDRAULIC",0
"SUPPORT ASSY,REAR S",0
"SUPPORT ASSY,TRANSMISSION",0
"SUPPORT ASSY,WEIGHT",0
"SUPPORT,AIRCRAFT   ",0
"SUPPORT,ANTENNA",0
"SUPPORT,ANTI-ICING ",0
"SUPPORT,ANTI-TORQUE",0
"SUPPORT,BLADE DROOP COMPENSATOR",0
"SUPPORT,CAMOUFLAGE SCREENING SYSTEM",2
"SUPPORT,CERVICAL",0
"SUPPORT,COUNTERWEIG",0
"SUPPORT,CYCLIC CONTROLS",0
"SUPPORT,CYL CONTROL",0
"SUPPORT,ENGINE MOUN",0
"SUPPORT,FUEL VALVE ",0
"SUPPORT,GUN MOUNT  ",2
"SUPPORT,GUNNER SEAT",2
"SUPPORT,KNEE",0
"SUPPORT,LITTER",0
"SUPPORT,PYLON      ",0
